similarity,label
0.26954972,1
0.39827661,1
0.43630367,1
0.42387131,1
0.24300870,1
0.35093484,1
0.34288869,1
0.36363648,1
0.32315264,1
0.33905249,1
0.39273445,1
0.36245782,1
0.33268241,1
0.30647078,1
0.30328480,1
0.26096491,1
0.37433789,1
0.21822537,1
0.44170561,1
0.18967483,1
0.23476855,1
0.45488666,1
0.54151885,1
0.21382126,1
0.65544313,1
0.49124051,1
0.52821391,1
0.37674146,1
0.49385140,1
0.39022809,1
0.43157963,1
0.39059809,1
0.37525091,1
0.38485592,1
0.56842012,1
0.35064923,1
0.34573348,1
0.37561745,1
0.28984140,1
0.33646051,1
0.32400394,1
0.25966893,1
0.45935866,1
0.51324062,1
0.40803326,1
0.38947439,1
0.34367228,1
0.29847011,1
0.49882604,1
0.29245810,1
0.36237706,1
0.19515286,1
0.34777854,1
0.35875378,1
0.52601661,1
0.52860387,1
0.38378629,1
0.53732791,1
0.54558814,1
0.47249870,1
0.51307440,1
0.42031420,1
0.52000006,1
0.51733114,1
0.44473034,1
0.40573936,1
0.41884849,1
0.31562384,1
0.39378100,1
0.49136234,1
0.48129381,1
0.30551471,1
0.29875478,1
0.29823004,1
0.34800348,1
0.30912332,1
0.34612683,1
0.42619038,1
0.34294295,1
0.37964191,1
0.43104884,1
0.22517152,1
0.22199463,1
0.38339270,1
0.30989376,1
0.33076906,1
0.24544661,1
0.69003521,1
0.48618494,1
0.47639635,1
0.54218553,1
0.28703096,1
0.58426343,1
0.39537181,1
0.47622228,1
0.21067369,1
0.40450448,1
0.38023117,1
0.44335579,1
0.37788927,1
0.39340812,1
0.48784301,1
0.44155607,1
0.42687774,1
0.46570269,1
0.36411940,1
0.44070348,1
0.34868233,1
0.37818683,1
0.41928318,1
0.53838864,1
0.43199818,1
0.39370546,1
0.29053614,1
0.28528878,1
0.19103810,1
0.25459404,1
0.41478951,1
0.39780097,1
0.42909875,1
0.41396909,1
0.49321890,1
0.51371360,1
0.36055694,1
0.30987346,1
0.32034210,1
0.40686460,1
0.41371762,1
0.20098019,1
0.25282888,1
0.32422002,1
0.45044771,1
0.46884247,1
0.50353379,1
0.28962786,1
0.38879633,1
0.38429257,1
0.29597345,1
0.47484542,1
0.34008190,1
0.24425022,1
0.31924713,1
