sentTime,receivedTime,diffSeconds
2023-01-15T02:44:59.265Z,2023-01-15T02:45:01.640Z,2.375
2023-01-15T02:45:01.955Z,2023-01-15T02:45:04.318Z,2.363
2023-01-15T02:45:04.662Z,2023-01-15T02:45:07.142Z,2.48
2023-01-15T02:45:07.318Z,2023-01-15T02:45:09.715Z,2.397
2023-01-15T02:45:10.339Z,2023-01-15T02:45:12.725Z,2.386
2023-01-15T02:45:13.002Z,2023-01-15T02:45:15.355Z,2.353
2023-01-15T02:45:15.651Z,2023-01-15T02:45:18.035Z,2.384
2023-01-15T02:45:18.490Z,2023-01-15T02:45:20.817Z,2.327
2023-01-15T02:45:21.684Z,2023-01-15T02:45:24.030Z,2.346
2023-01-15T02:45:24.521Z,2023-01-15T02:45:27.017Z,2.496
2023-01-15T02:45:27.238Z,2023-01-15T02:45:29.835Z,2.597
2023-01-15T02:45:30.366Z,2023-01-15T02:45:32.702Z,2.336
2023-01-15T02:45:33.525Z,2023-01-15T02:45:36.017Z,2.492
2023-01-15T02:45:36.246Z,2023-01-15T02:45:38.580Z,2.334
2023-01-15T02:45:38.926Z,2023-01-15T02:45:41.398Z,2.472
2023-01-15T02:45:41.404Z,2023-01-15T02:45:43.756Z,2.352
2023-01-15T02:45:44.014Z,2023-01-15T02:45:46.422Z,2.408
2023-01-15T02:45:47.012Z,2023-01-15T02:45:49.321Z,2.309
2023-01-15T02:45:50.222Z,2023-01-15T02:45:52.580Z,2.358
2023-01-15T02:45:53.189Z,2023-01-15T02:45:55.539Z,2.35
2023-01-15T02:45:56.088Z,2023-01-15T02:45:58.465Z,2.377
2023-01-15T02:45:58.733Z,2023-01-15T02:46:01.351Z,2.618
2023-01-15T02:46:01.107Z,2023-01-15T02:46:03.456Z,2.349
2023-01-15T02:46:03.572Z,2023-01-15T02:46:05.923Z,2.351
2023-01-15T02:46:06.112Z,2023-01-15T02:46:08.455Z,2.343
2023-01-15T02:46:08.526Z,2023-01-15T02:46:10.839Z,2.313
2023-01-15T02:46:11.795Z,2023-01-15T02:46:14.163Z,2.368
2023-01-15T02:46:14.752Z,2023-01-15T02:46:17.226Z,2.474
2023-01-15T02:46:17.840Z,2023-01-15T02:46:20.192Z,2.352
2023-01-15T02:46:21.001Z,2023-01-15T02:46:23.363Z,2.362
2023-01-15T02:46:24.169Z,2023-01-15T02:46:26.526Z,2.357
2023-01-15T02:46:27.295Z,2023-01-15T02:46:29.708Z,2.413
2023-01-15T02:46:30.113Z,2023-01-15T02:46:32.629Z,2.516
2023-01-15T02:46:32.659Z,2023-01-15T02:46:35.034Z,2.375
2023-01-15T02:46:35.134Z,2023-01-15T02:46:37.476Z,2.342
2023-01-15T02:46:37.786Z,2023-01-15T02:46:40.165Z,2.379
2023-01-15T02:46:40.131Z,2023-01-15T02:46:42.515Z,2.384
2023-01-15T02:46:42.750Z,2023-01-15T02:46:45.158Z,2.408
2023-01-15T02:46:45.722Z,2023-01-15T02:46:48.133Z,2.411
2023-01-15T02:46:48.087Z,2023-01-15T02:46:50.464Z,2.377
2023-01-15T02:46:51.219Z,2023-01-15T02:46:53.533Z,2.314
2023-01-15T02:46:54.158Z,2023-01-15T02:46:56.497Z,2.339
2023-01-15T02:46:57.035Z,2023-01-15T02:46:59.376Z,2.341
2023-01-15T02:46:59.853Z,2023-01-15T02:47:02.192Z,2.339
2023-01-15T02:47:02.291Z,2023-01-15T02:47:04.709Z,2.418
2023-01-15T02:47:05.479Z,2023-01-15T02:47:07.907Z,2.428
2023-01-15T02:47:07.898Z,2023-01-15T02:47:10.254Z,2.356
2023-01-15T02:47:11.186Z,2023-01-15T02:47:13.546Z,2.36
2023-01-15T02:47:13.804Z,2023-01-15T02:47:16.274Z,2.47
2023-01-15T02:47:16.863Z,2023-01-15T02:47:19.213Z,2.35
2023-01-15T02:47:19.849Z,2023-01-15T02:47:22.310Z,2.461
2023-01-15T02:47:23.142Z,2023-01-15T02:47:25.507Z,2.365
2023-01-15T02:47:26.133Z,2023-01-15T02:47:28.500Z,2.367
2023-01-15T02:47:28.796Z,2023-01-15T02:47:31.129Z,2.333
2023-01-15T02:47:31.175Z,2023-01-15T02:47:33.542Z,2.367
2023-01-15T02:47:34.125Z,2023-01-15T02:47:36.463Z,2.338
2023-01-15T02:47:37.146Z,2023-01-15T02:47:39.562Z,2.416
2023-01-15T02:47:40.256Z,2023-01-15T02:47:42.594Z,2.338
2023-01-15T02:47:42.925Z,2023-01-15T02:47:45.268Z,2.343
2023-01-15T02:47:45.816Z,2023-01-15T02:47:48.115Z,2.299
2023-01-15T02:47:49.119Z,2023-01-15T02:47:51.459Z,2.34
2023-01-15T02:47:51.615Z,2023-01-15T02:47:53.977Z,2.362
2023-01-15T02:47:54.052Z,2023-01-15T02:47:56.396Z,2.344
2023-01-15T02:47:57.188Z,2023-01-15T02:47:59.532Z,2.344
2023-01-15T02:47:59.832Z,2023-01-15T02:48:02.183Z,2.351
2023-01-15T02:48:02.905Z,2023-01-15T02:48:05.260Z,2.355
2023-01-15T02:48:05.590Z,2023-01-15T02:48:08.051Z,2.461
2023-01-15T02:48:08.403Z,2023-01-15T02:48:10.732Z,2.329
2023-01-15T02:48:11.613Z,2023-01-15T02:48:14.089Z,2.476
2023-01-15T02:48:14.716Z,2023-01-15T02:48:17.074Z,2.358
2023-01-15T02:48:17.828Z,2023-01-15T02:48:20.185Z,2.357
2023-01-15T02:48:20.703Z,2023-01-15T02:48:23.044Z,2.341
2023-01-15T02:48:23.931Z,2023-01-15T02:48:26.340Z,2.409
2023-01-15T02:48:26.696Z,2023-01-15T02:48:29.025Z,2.329
2023-01-15T02:48:29.924Z,2023-01-15T02:48:32.270Z,2.346
2023-01-15T02:48:32.799Z,2023-01-15T02:48:35.127Z,2.328
2023-01-15T02:48:35.736Z,2023-01-15T02:48:38.068Z,2.332
2023-01-15T02:48:38.949Z,2023-01-15T02:48:41.345Z,2.396
2023-01-15T02:48:41.626Z,2023-01-15T02:48:43.950Z,2.324
2023-01-15T02:48:44.118Z,2023-01-15T02:48:46.514Z,2.396
2023-01-15T02:48:46.642Z,2023-01-15T02:48:48.982Z,2.34
2023-01-15T02:48:49.479Z,2023-01-15T02:48:52.172Z,2.693
2023-01-15T02:48:52.153Z,2023-01-15T02:48:54.486Z,2.333
2023-01-15T02:48:55.002Z,2023-01-15T02:48:57.371Z,2.369
2023-01-15T02:48:57.634Z,2023-01-15T02:49:00.131Z,2.497
2023-01-15T02:48:59.954Z,2023-01-15T02:49:02.287Z,2.333
2023-01-15T02:49:02.358Z,2023-01-15T02:49:04.734Z,2.376
2023-01-15T02:49:05.269Z,2023-01-15T02:49:07.699Z,2.43
2023-01-15T02:49:07.764Z,2023-01-15T02:49:10.166Z,2.402
2023-01-15T02:49:10.360Z,2023-01-15T02:49:12.707Z,2.347
2023-01-15T02:49:13.422Z,2023-01-15T02:49:15.916Z,2.494
2023-01-15T02:49:16.190Z,2023-01-15T02:49:18.663Z,2.473
2023-01-15T02:49:19.408Z,2023-01-15T02:49:21.775Z,2.367
2023-01-15T02:49:22.492Z,2023-01-15T02:49:24.828Z,2.336
2023-01-15T02:49:24.835Z,2023-01-15T02:49:27.155Z,2.32
2023-01-15T02:49:27.312Z,2023-01-15T02:49:29.697Z,2.385
2023-01-15T02:49:30.099Z,2023-01-15T02:49:32.466Z,2.367
2023-01-15T02:49:32.919Z,2023-01-15T02:49:35.269Z,2.35
2023-01-15T02:49:35.800Z,2023-01-15T02:49:38.256Z,2.456
2023-01-15T02:49:39.012Z,2023-01-15T02:49:41.339Z,2.327
2023-01-15T02:49:41.468Z,2023-01-15T02:49:43.778Z,2.31
2023-01-15T02:49:43.936Z,2023-01-15T02:49:46.280Z,2.344
2023-01-15T02:49:47.212Z,2023-01-15T02:49:49.569Z,2.357
2023-01-15T02:49:49.929Z,2023-01-15T02:49:52.311Z,2.382
2023-01-15T02:49:52.469Z,2023-01-15T02:49:54.808Z,2.339
2023-01-15T02:49:54.857Z,2023-01-15T02:49:57.182Z,2.325
2023-01-15T02:49:57.990Z,2023-01-15T02:50:00.336Z,2.346
2023-01-15T02:50:00.449Z,2023-01-15T02:50:02.879Z,2.43
2023-01-15T02:50:03.530Z,2023-01-15T02:50:05.938Z,2.408
2023-01-15T02:50:06.403Z,2023-01-15T02:50:08.802Z,2.399
2023-01-15T02:50:09.549Z,2023-01-15T02:50:11.909Z,2.36
2023-01-15T02:50:12.548Z,2023-01-15T02:50:15.052Z,2.504
2023-01-15T02:50:15.387Z,2023-01-15T02:50:17.892Z,2.505
2023-01-15T02:50:18.039Z,2023-01-15T02:50:20.414Z,2.375
2023-01-15T02:50:21.042Z,2023-01-15T02:50:23.519Z,2.477
2023-01-15T02:50:24.058Z,2023-01-15T02:50:27.515Z,3.457
2023-01-15T02:50:27.011Z,2023-01-15T02:50:29.125Z,2.114
2023-01-15T02:50:29.443Z,2023-01-15T02:50:31.632Z,2.189
2023-01-15T02:50:31.989Z,2023-01-15T02:50:34.497Z,2.508
2023-01-15T02:50:35.076Z,2023-01-15T02:50:37.430Z,2.354
2023-01-15T02:50:38.196Z,2023-01-15T02:50:40.546Z,2.35
2023-01-15T02:50:41.245Z,2023-01-15T02:50:43.724Z,2.479
2023-01-15T02:50:44.006Z,2023-01-15T02:50:46.460Z,2.454
2023-01-15T02:50:46.736Z,2023-01-15T02:50:49.121Z,2.385
2023-01-15T02:50:49.929Z,2023-01-15T02:50:52.268Z,2.339
2023-01-15T02:50:52.642Z,2023-01-15T02:50:55.223Z,2.581
2023-01-15T02:50:55.089Z,2023-01-15T02:50:57.449Z,2.36
2023-01-15T02:50:57.995Z,2023-01-15T02:51:00.475Z,2.48
2023-01-15T02:51:00.794Z,2023-01-15T02:51:03.296Z,2.502
2023-01-15T02:51:03.689Z,2023-01-15T02:51:06.230Z,2.541
2023-01-15T02:51:06.632Z,2023-01-15T02:51:09.125Z,2.493
2023-01-15T02:51:09.826Z,2023-01-15T02:51:12.489Z,2.663
2023-01-15T02:51:12.676Z,2023-01-15T02:51:15.180Z,2.504
2023-01-15T02:51:15.267Z,2023-01-15T02:51:17.595Z,2.328
2023-01-15T02:51:18.224Z,2023-01-15T02:51:20.805Z,2.581
2023-01-15T02:51:21.430Z,2023-01-15T02:51:23.933Z,2.503
2023-01-15T02:51:24.566Z,2023-01-15T02:51:26.915Z,2.349
2023-01-15T02:51:27.174Z,2023-01-15T02:51:29.850Z,2.676
2023-01-15T02:51:30.445Z,2023-01-15T02:51:32.786Z,2.341
2023-01-15T02:51:33.085Z,2023-01-15T02:51:35.577Z,2.492
2023-01-15T02:51:36.136Z,2023-01-15T02:51:38.516Z,2.38
2023-01-15T02:51:38.740Z,2023-01-15T02:51:41.306Z,2.566
2023-01-15T02:51:41.525Z,2023-01-15T02:51:43.931Z,2.406
2023-01-15T02:51:44.465Z,2023-01-15T02:51:47.034Z,2.569
2023-01-15T02:51:47.778Z,2023-01-15T02:51:50.139Z,2.361
2023-01-15T02:51:50.222Z,2023-01-15T02:51:52.575Z,2.353
2023-01-15T02:51:53.356Z,2023-01-15T02:51:55.739Z,2.383
2023-01-15T02:51:56.171Z,2023-01-15T02:51:58.548Z,2.377
2023-01-15T02:51:58.530Z,2023-01-15T02:52:00.960Z,2.43
2023-01-15T02:52:01.409Z,2023-01-15T02:52:03.740Z,2.331
2023-01-15T02:52:04.260Z,2023-01-15T02:52:06.596Z,2.336
2023-01-15T02:52:06.758Z,2023-01-15T02:52:09.277Z,2.519
2023-01-15T02:52:09.832Z,2023-01-15T02:52:12.469Z,2.637
2023-01-15T02:52:12.489Z,2023-01-15T02:52:15.028Z,2.539
2023-01-15T02:52:15.244Z,2023-01-15T02:52:17.556Z,2.312
2023-01-15T02:52:18.139Z,2023-01-15T02:52:20.612Z,2.473
2023-01-15T02:52:21.415Z,2023-01-15T02:52:23.789Z,2.374
2023-01-15T02:52:24.569Z,2023-01-15T02:52:26.903Z,2.334
2023-01-15T02:52:26.952Z,2023-01-15T02:52:29.479Z,2.527
2023-01-15T02:52:30.366Z,2023-01-15T02:52:32.760Z,2.394
2023-01-15T02:52:33.149Z,2023-01-15T02:52:35.475Z,2.326
2023-01-15T02:52:36.269Z,2023-01-15T02:52:38.582Z,2.313
2023-01-15T02:52:39.429Z,2023-01-15T02:52:41.761Z,2.332
2023-01-15T02:52:42.451Z,2023-01-15T02:52:44.757Z,2.306
2023-01-15T02:52:45.029Z,2023-01-15T02:52:47.356Z,2.327
2023-01-15T02:52:47.462Z,2023-01-15T02:52:49.801Z,2.339
2023-01-15T02:52:50.394Z,2023-01-15T02:52:52.781Z,2.387
2023-01-15T02:52:53.294Z,2023-01-15T02:52:55.709Z,2.415
2023-01-15T02:52:55.782Z,2023-01-15T02:52:58.098Z,2.316
2023-01-15T02:52:58.701Z,2023-01-15T02:53:01.031Z,2.33
2023-01-15T02:53:01.614Z,2023-01-15T02:53:03.959Z,2.345
2023-01-15T02:53:04.448Z,2023-01-15T02:53:06.755Z,2.307
2023-01-15T02:53:07.030Z,2023-01-15T02:53:09.384Z,2.354
2023-01-15T02:53:09.709Z,2023-01-15T02:53:12.070Z,2.361
2023-01-15T02:53:13.001Z,2023-01-15T02:53:15.372Z,2.371
2023-01-15T02:53:15.704Z,2023-01-15T02:53:18.047Z,2.343
2023-01-15T02:53:18.688Z,2023-01-15T02:53:21.029Z,2.341
2023-01-15T02:53:22.010Z,2023-01-15T02:53:24.356Z,2.346
2023-01-15T02:53:25.095Z,2023-01-15T02:53:27.433Z,2.338
2023-01-15T02:53:27.937Z,2023-01-15T02:53:30.267Z,2.33
2023-01-15T02:53:30.724Z,2023-01-15T02:53:33.043Z,2.319
2023-01-15T02:53:34.000Z,2023-01-15T02:53:36.373Z,2.373
2023-01-15T02:53:37.029Z,2023-01-15T02:53:39.349Z,2.32
2023-01-15T02:53:39.534Z,2023-01-15T02:53:42.080Z,2.546
2023-01-15T02:53:42.217Z,2023-01-15T02:53:44.538Z,2.321
2023-01-15T02:53:44.812Z,2023-01-15T02:53:47.160Z,2.348
2023-01-15T02:53:47.457Z,2023-01-15T02:53:49.758Z,2.301
2023-01-15T02:53:49.952Z,2023-01-15T02:53:52.312Z,2.36
2023-01-15T02:53:53.128Z,2023-01-15T02:53:55.455Z,2.327
2023-01-15T02:53:56.425Z,2023-01-15T02:53:58.754Z,2.329
2023-01-15T02:53:59.406Z,2023-01-15T02:54:01.744Z,2.338
2023-01-15T02:54:02.217Z,2023-01-15T02:54:04.698Z,2.481
2023-01-15T02:54:05.126Z,2023-01-15T02:54:07.430Z,2.304
2023-01-15T02:54:07.831Z,2023-01-15T02:54:10.167Z,2.336
2023-01-15T02:54:10.883Z,2023-01-15T02:54:13.228Z,2.345
2023-01-15T02:54:14.039Z,2023-01-15T02:54:16.356Z,2.317
2023-01-15T02:54:16.762Z,2023-01-15T02:54:19.139Z,2.377
2023-01-15T02:54:19.771Z,2023-01-15T02:54:22.113Z,2.342
2023-01-15T02:54:22.520Z,2023-01-15T02:54:24.921Z,2.401
2023-01-15T02:54:25.049Z,2023-01-15T02:54:27.397Z,2.348
2023-01-15T02:54:28.002Z,2023-01-15T02:54:30.397Z,2.395
2023-01-15T02:54:31.011Z,2023-01-15T02:54:33.443Z,2.432
2023-01-15T02:54:33.439Z,2023-01-15T02:54:35.790Z,2.351
2023-01-15T02:54:36.077Z,2023-01-15T02:54:38.398Z,2.321
2023-01-15T02:54:38.617Z,2023-01-15T02:54:40.994Z,2.377
2023-01-15T02:54:41.620Z,2023-01-15T02:54:43.962Z,2.342
2023-01-15T02:54:44.773Z,2023-01-15T02:54:47.142Z,2.369
2023-01-15T02:54:47.480Z,2023-01-15T02:54:50.051Z,2.571
2023-01-15T02:54:50.098Z,2023-01-15T02:54:52.442Z,2.344
2023-01-15T02:54:53.316Z,2023-01-15T02:54:55.648Z,2.332
2023-01-15T02:54:55.908Z,2023-01-15T02:54:58.404Z,2.496
2023-01-15T02:54:58.742Z,2023-01-15T02:55:01.065Z,2.323
2023-01-15T02:55:01.149Z,2023-01-15T02:55:03.477Z,2.328
2023-01-15T02:55:03.857Z,2023-01-15T02:55:06.305Z,2.448
2023-01-15T02:55:07.211Z,2023-01-15T02:55:09.677Z,2.466
2023-01-15T02:55:10.181Z,2023-01-15T02:55:12.659Z,2.478
2023-01-15T02:55:13.516Z,2023-01-15T02:55:16.034Z,2.518
2023-01-15T02:55:16.287Z,2023-01-15T02:55:18.634Z,2.347
2023-01-15T02:55:19.149Z,2023-01-15T02:55:21.533Z,2.384
2023-01-15T02:55:21.883Z,2023-01-15T02:55:24.198Z,2.315
2023-01-15T02:55:24.906Z,2023-01-15T02:55:27.374Z,2.468
2023-01-15T02:55:27.764Z,2023-01-15T02:55:30.322Z,2.558
2023-01-15T02:55:30.442Z,2023-01-15T02:55:32.933Z,2.491
2023-01-15T02:55:33.758Z,2023-01-15T02:55:36.089Z,2.331
2023-01-15T02:55:36.950Z,2023-01-15T02:55:39.441Z,2.491
2023-01-15T02:55:39.563Z,2023-01-15T02:55:41.899Z,2.336
2023-01-15T02:55:42.055Z,2023-01-15T02:55:44.408Z,2.353
2023-01-15T02:55:45.396Z,2023-01-15T02:55:47.745Z,2.349
2023-01-15T02:55:48.007Z,2023-01-15T02:55:50.460Z,2.453
2023-01-15T02:55:51.136Z,2023-01-15T02:55:53.603Z,2.467
2023-01-15T02:55:54.535Z,2023-01-15T02:55:57.015Z,2.48
2023-01-15T02:55:57.608Z,2023-01-15T02:55:59.947Z,2.339
2023-01-15T02:56:00.846Z,2023-01-15T02:56:03.170Z,2.324
2023-01-15T02:56:03.543Z,2023-01-15T02:56:05.846Z,2.303
2023-01-15T02:56:06.009Z,2023-01-15T02:56:08.352Z,2.343
2023-01-15T02:56:09.077Z,2023-01-15T02:56:11.562Z,2.485
2023-01-15T02:56:12.529Z,2023-01-15T02:56:14.839Z,2.31
2023-01-15T02:56:14.972Z,2023-01-15T02:56:17.312Z,2.34
2023-01-15T02:56:18.229Z,2023-01-15T02:56:20.584Z,2.355
2023-01-15T02:56:21.529Z,2023-01-15T02:56:23.924Z,2.395
2023-01-15T02:56:24.755Z,2023-01-15T02:56:27.096Z,2.341
2023-01-15T02:56:27.120Z,2023-01-15T02:56:29.484Z,2.364
2023-01-15T02:56:30.126Z,2023-01-15T02:56:32.445Z,2.319
2023-01-15T02:56:32.915Z,2023-01-15T02:56:35.263Z,2.348
2023-01-15T02:56:36.015Z,2023-01-15T02:56:38.475Z,2.46
2023-01-15T02:56:39.316Z,2023-01-15T02:56:41.648Z,2.332
2023-01-15T02:56:41.793Z,2023-01-15T02:56:44.134Z,2.341
2023-01-15T02:56:45.041Z,2023-01-15T02:56:47.380Z,2.339
2023-01-15T02:56:48.251Z,2023-01-15T02:56:50.671Z,2.42
2023-01-15T02:56:50.759Z,2023-01-15T02:56:53.111Z,2.352
2023-01-15T02:56:54.012Z,2023-01-15T02:56:56.490Z,2.478
2023-01-15T02:56:57.242Z,2023-01-15T02:56:59.590Z,2.348
2023-01-15T02:57:00.274Z,2023-01-15T02:57:02.789Z,2.515
2023-01-15T02:57:02.810Z,2023-01-15T02:57:05.285Z,2.475
2023-01-15T02:57:05.291Z,2023-01-15T02:57:07.774Z,2.483
2023-01-15T02:57:08.300Z,2023-01-15T02:57:10.802Z,2.502
2023-01-15T02:57:11.199Z,2023-01-15T02:57:13.530Z,2.331
2023-01-15T02:57:13.869Z,2023-01-15T02:57:16.229Z,2.36
2023-01-15T02:57:16.579Z,2023-01-15T02:57:18.924Z,2.345
2023-01-15T02:57:19.674Z,2023-01-15T02:57:21.994Z,2.32
2023-01-15T02:57:22.529Z,2023-01-15T02:57:24.841Z,2.312
2023-01-15T02:57:25.238Z,2023-01-15T02:57:27.575Z,2.337
2023-01-15T02:57:28.526Z,2023-01-15T02:57:30.847Z,2.321
2023-01-15T02:57:30.917Z,2023-01-15T02:57:33.263Z,2.346
2023-01-15T02:57:33.801Z,2023-01-15T02:57:36.143Z,2.342
2023-01-15T02:57:37.046Z,2023-01-15T02:57:39.409Z,2.363
2023-01-15T02:57:39.769Z,2023-01-15T02:57:42.107Z,2.338
2023-01-15T02:57:42.915Z,2023-01-15T02:57:45.251Z,2.336
2023-01-15T02:57:45.351Z,2023-01-15T02:57:47.670Z,2.319
2023-01-15T02:57:47.882Z,2023-01-15T02:57:50.223Z,2.341
